id,name,popularity,followers,genres,url
1VJ0briNOlXRtJUAzoUJdt,FISHER,74,1177696,"tech house, house",https://open.spotify.com/artist/1VJ0briNOlXRtJUAzoUJdt
5qRXoCC1CDTMTli9gplUvk,Foxy Shazam,57,94495,glam rock,https://open.spotify.com/artist/5qRXoCC1CDTMTli9gplUvk
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,71,6907744,"metal, groove metal, heavy metal, hard rock, rock",https://open.spotify.com/artist/5t28BP42x2axFnqOOMg3CM
0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,69,1471985,"alternative hip hop, jazz rap",https://open.spotify.com/artist/0Y4inQK6OespitzD6ijMwb
3g2kUQ6tHLLbmkV7T4GPtL,Fiona Apple,62,1791857,art pop,https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,76,7200216,baroque pop,https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG
3SXwqSqAoBz9WCI9PDQzY6,Fontaines D.C.,70,1118842,post-punk,https://open.spotify.com/artist/3SXwqSqAoBz9WCI9PDQzY6
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,77,11393420,"emo, pop punk",https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,83,13890039,"classic rock, yacht rock, soft rock",https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,83,20148970,,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM
5szilpXHcwOqnyKLqGco5j,Faye Webster,71,2142958,,https://open.spotify.com/artist/5szilpXHcwOqnyKLqGco5j
0dlDsD7y6ccmDm8tuWCU6F,Freddie Dredd,65,1932943,phonk,https://open.spotify.com/artist/0dlDsD7y6ccmDm8tuWCU6F
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,70,5581787,"country, pop country, acoustic country",https://open.spotify.com/artist/3b8QkneNDz4JHKKKlLgYZg
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,75,12910674,"rock, post-grunge, alternative rock, grunge",https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,75,2989694,,https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG
0jnsk9HBra6NMjO2oANoPY,Flo Rida,78,8950261,,https://open.spotify.com/artist/0jnsk9HBra6NMjO2oANoPY
6IRouO5mvvfcyxtPDKMYFN,Foreigner,71,3810316,"aor, classic rock",https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,72,4279421,,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,74,10241070,,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,89,19288525,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,70,5126082,,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL
329e4yvIujISKGKz1BZZbO,Farruko,82,16980780,"reggaeton, trap latino",https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO
4yca7AgUltNWawVm2IwMnQ,Feed Your Soul,67,200111,,https://open.spotify.com/artist/4yca7AgUltNWawVm2IwMnQ
3IMC79WXhjXUkDHhpsSN8n,FouKi,45,86591,"rap québécois, chanson québécoise",https://open.spotify.com/artist/3IMC79WXhjXUkDHhpsSN8n
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,75,3093386,tropical house,https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7
7CvTknweLr9feJtRGrpDBy,FloyyMenor,76,2147361,reggaeton chileno,https://open.spotify.com/artist/7CvTknweLr9feJtRGrpDBy
3aly4xJOy3LVznzvRIvFYC,F1 The Album,76,247484,,https://open.spotify.com/artist/3aly4xJOy3LVznzvRIvFYC
6vXTefBL93Dj5IqAWq6OTv,French Montana,73,5820272,,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,79,5291520,,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8
3q7HBObVc0L8jNeTe5Gofh,50 Cent,82,18709927,"east coast hip hop, old school hip hop",https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh
38wI9qgPMb7FoMu2IrzXht,F,35,6248,"finnish hip hop, finnish pop",https://open.spotify.com/artist/38wI9qgPMb7FoMu2IrzXht
6fwTAMlG2bbo85U2RlPMs7,F,10,264,grime,https://open.spotify.com/artist/6fwTAMlG2bbo85U2RlPMs7
3h4IQF7qblzEkIcEfVhoKb,F,2,173,,https://open.spotify.com/artist/3h4IQF7qblzEkIcEfVhoKb
4HVOGBDOWvWNYJWHbcqMlE,F,0,45,,https://open.spotify.com/artist/4HVOGBDOWvWNYJWHbcqMlE
5hjIlNthp6glNf84ErXIRH,F,0,107,french rap,https://open.spotify.com/artist/5hjIlNthp6glNf84ErXIRH
3HNvvo0br4xVAtkS9AdRNN,F,8,1893,nederpop,https://open.spotify.com/artist/3HNvvo0br4xVAtkS9AdRNN
2puBSdvuiPd5L4ENw6mxsn,Freya Skye,68,280654,,https://open.spotify.com/artist/2puBSdvuiPd5L4ENw6mxsn
6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,74,4535065,j-pop,https://open.spotify.com/artist/6bDWAcdtVR3WHz2xtiIPUi
1l9d7B8W0IHy3LqWsxP2SH,Phantogram,69,960719,,https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH
63GIj2yhFvX1Bzphb9JgVb,Fenix Flexin,69,182917,,https://open.spotify.com/artist/63GIj2yhFvX1Bzphb9JgVb
6nxWCVXbOlEVRexSbLsTer,Flume,68,2506736,future bass,https://open.spotify.com/artist/6nxWCVXbOlEVRexSbLsTer
37M5pPGs6V1fchFJSgCguX,FINNEAS,69,2348370,,https://open.spotify.com/artist/37M5pPGs6V1fchFJSgCguX
0niJkG4tKkne3zwr7I8n9n,Finger Eleven,61,838845,,https://open.spotify.com/artist/0niJkG4tKkne3zwr7I8n9n
08PvCOlef4xdOr20jFSTPd,Flo Milli,67,1559117,,https://open.spotify.com/artist/08PvCOlef4xdOr20jFSTPd
05etL4pzWd6TSv1x5WrlG3,Faheem Abdullah,75,586232,,https://open.spotify.com/artist/05etL4pzWd6TSv1x5WrlG3
1eYhYunlNJlDoQhtYBvPsi,Ray Charles,67,2612075,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",https://open.spotify.com/artist/1eYhYunlNJlDoQhtYBvPsi
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,70,1314155,tropical house,https://open.spotify.com/artist/4bL2B6hmLlMWnUEZnorEtG
55kkrbuMkdzPGD7YGA6xrJ,Gurlez Akhtar,67,610110,"bhangra, punjabi pop, punjabi hip hop",https://open.spotify.com/artist/55kkrbuMkdzPGD7YGA6xrJ
0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,68,2979167,indie rock,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,69,16226986,,https://open.spotify.com/artist/1l8Fu6IkuTP0U5QetQJ5Xt
7gP3bB2nilZXLfPHJhMdvc,Foster The People,70,4019915,,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc
3MZsBdqDrRTJihTHQrO6Dq,Joji,76,10449602,,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq
75VKfyoBlkmrJFDqo1o2VY,Fireboy DML,70,4582135,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul, afroswing",https://open.spotify.com/artist/75VKfyoBlkmrJFDqo1o2VY
0y59o4v8uw5crbN9M3JiL1,Badshah,73,30643495,"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",https://open.spotify.com/artist/0y59o4v8uw5crbN9M3JiL1
3r17AfJCCUqC9Lf0OAc73G,Fergie,68,6141579,,https://open.spotify.com/artist/3r17AfJCCUqC9Lf0OAc73G
4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,65,1007299,,https://open.spotify.com/artist/4AcHt3JxKy59IX7JNNlZn4
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,72,10963808,latin,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG
2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,70,5702757,"classical, classical piano, chamber music",https://open.spotify.com/artist/2wOqMjp9TyABvtHdOSOTUS
5ai8F99RWlxCALrG6KwBy8,F,2,83,vietnamese hip hop,https://open.spotify.com/artist/5ai8F99RWlxCALrG6KwBy8
0atDZqhz6a2NfGcG016tif,F,0,228,"dub techno, dubstep",https://open.spotify.com/artist/0atDZqhz6a2NfGcG016tif
56VCvelnEObHhcoXE0tZkj,F,0,195,"stutter house, cloud rap",https://open.spotify.com/artist/56VCvelnEObHhcoXE0tZkj
2V0Dk9BM8vmQuSrOXa6h5a,F,0,122,,https://open.spotify.com/artist/2V0Dk9BM8vmQuSrOXa6h5a
4J4fYNGNNj4YObr212DQmW,F,0,49,,https://open.spotify.com/artist/4J4fYNGNNj4YObr212DQmW
1qEgcFGjubE4XMACKudCbq,f,0,40,,https://open.spotify.com/artist/1qEgcFGjubE4XMACKudCbq
58qbgOS9hVvzTZBNHTrbMN,F,12,8,,https://open.spotify.com/artist/58qbgOS9hVvzTZBNHTrbMN
1x7gKTD3WGiwgjb7zC5nS6,F,0,95,,https://open.spotify.com/artist/1x7gKTD3WGiwgjb7zC5nS6
7GAuFYwc4ORSCd1qD3szlI,F,0,42,,https://open.spotify.com/artist/7GAuFYwc4ORSCd1qD3szlI
3OOmAAoIrTUMRtEKNJYWBv,F,0,63,,https://open.spotify.com/artist/3OOmAAoIrTUMRtEKNJYWBv
0gHzeKEUcrz9uOzIMGwW1I,F,0,47,,https://open.spotify.com/artist/0gHzeKEUcrz9uOzIMGwW1I
1PCEOoQmwizjrhEiTgXv94,F,0,35,,https://open.spotify.com/artist/1PCEOoQmwizjrhEiTgXv94
6UwCn20wLcWsem2KNOGFel,F,0,51,,https://open.spotify.com/artist/6UwCn20wLcWsem2KNOGFel
0D8vPHApvtTyHNU9NM4uZo,F,0,35,,https://open.spotify.com/artist/0D8vPHApvtTyHNU9NM4uZo
4yqq6sol5VIG0OSd3uZc5U,F,0,25,,https://open.spotify.com/artist/4yqq6sol5VIG0OSd3uZc5U
0JxFC41SRnNBxrSBAkx9uf,f,0,41,,https://open.spotify.com/artist/0JxFC41SRnNBxrSBAkx9uf
19W9LenQzH0DHrNbeoJJpE,F,0,13,,https://open.spotify.com/artist/19W9LenQzH0DHrNbeoJJpE
37wIx5wDvLiI7rSFHc46FS,F,0,11,,https://open.spotify.com/artist/37wIx5wDvLiI7rSFHc46FS
1y6pVHEFTt464bksHGO18y,F,0,8,,https://open.spotify.com/artist/1y6pVHEFTt464bksHGO18y
0MlubxMBE3fvAvdajD7Ftm,f,0,14,,https://open.spotify.com/artist/0MlubxMBE3fvAvdajD7Ftm
4yUrB3U2YB7sBB2GlVhwbf,F,0,7,,https://open.spotify.com/artist/4yUrB3U2YB7sBB2GlVhwbf
08d2kB5ioMjDEzDjVlQqjA,F,0,27,,https://open.spotify.com/artist/08d2kB5ioMjDEzDjVlQqjA
0WCo84qtCKfbyIf1lqQWB4,Geese,64,155251,,https://open.spotify.com/artist/0WCo84qtCKfbyIf1lqQWB4
0GDGKpJFhVpcjIGF8N6Ewt,Gojira,63,1777068,"progressive metal, groove metal, metal, death metal, djent",https://open.spotify.com/artist/0GDGKpJFhVpcjIGF8N6Ewt
5jG6uRqinuI83luutMpW6y,Gavin Adcock,71,466360,"country, red dirt",https://open.spotify.com/artist/5jG6uRqinuI83luutMpW6y
4fxd5Ee7UefO4CUXgwJ7IP,GIVĒON,78,5161492,r&b,https://open.spotify.com/artist/4fxd5Ee7UefO4CUXgwJ7IP
7p9z8XOXVNeBNvs9EOxX2W,Glokk40Spaz,64,329843,"underground hip hop, rage rap",https://open.spotify.com/artist/7p9z8XOXVNeBNvs9EOxX2W
0GOx72r5AAEKRGQFn3xqXK,GIMS,80,7572856,"french rap, french r&b, french pop, pop urbaine",https://open.spotify.com/artist/0GOx72r5AAEKRGQFn3xqXK
4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,82,7252636,,https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,82,14355250,,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ
5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,70,1142671,"indie folk, folk, folk pop",https://open.spotify.com/artist/5sXaGoRLSpd7VeyZrLkKwt
3G2Y8FK5rpUTlioNIhGB7j,Gabby's Dollhouse,62,76233,children's music,https://open.spotify.com/artist/3G2Y8FK5rpUTlioNIhGB7j
5QdEbQJ3ylBnc3gsIASAT5,G Herbo,68,2465232,"chicago drill, drill",https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5
7oPftvlwr6VrsViSDV7fJY,Green Day,80,17258782,"punk, pop punk",https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY
23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot,61,1029249,"folk rock, folk, singer-songwriter, yacht rock",https://open.spotify.com/artist/23rleGXVOVVgTk3xgtmfE4
3CkvROUTQ6nRi9yQOcsB50,Genesis,69,3726513,"progressive rock, art rock",https://open.spotify.com/artist/3CkvROUTQ6nRi9yQOcsB50
0GxOdKrtD5oUmQROcCs8M4,Great Big Sea,46,120305,"celtic rock, sea shanties, celtic, celtic punk",https://open.spotify.com/artist/0GxOdKrtD5oUmQROcCs8M4
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,73,4557770,,https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq
5vngPClqofybhPERIqQMYd,George Strait,72,5132875,"country, classic country, traditional country, honky tonk",https://open.spotify.com/artist/5vngPClqofybhPERIqQMYd
4jZfJWTKg0oea9gn2EER4C,Geordie Kieffer,54,63430,,https://open.spotify.com/artist/4jZfJWTKg0oea9gn2EER4C
2qoQgPAilErOKCwE2Y8wOG,GloRilla,76,2525748,,https://open.spotify.com/artist/2qoQgPAilErOKCwE2Y8wOG
4NpFxQe2UvRCAjto3JqlSl,Greta Van Fleet,63,2759096,rock,https://open.spotify.com/artist/4NpFxQe2UvRCAjto3JqlSl
3uwAm6vQy7kWPS2bciKWx9,girl in red,72,8713170,bedroom pop,https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9
053q0ukIDRgzwTr4vNSwab,Grimes,66,2615408,art pop,https://open.spotify.com/artist/053q0ukIDRgzwTr4vNSwab
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,75,5966503,"southern hip hop, rap, trap",https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo
5DHi2MeoRgAwPE0A0qwRMl,Gurinder Gill,66,1119940,"punjabi hip hop, punjabi pop, bhangra, desi, desi hip hop",https://open.spotify.com/artist/5DHi2MeoRgAwPE0A0qwRMl
1iCnM8foFssWlPRLfAbIwo,Gigi Perez,75,1596852,,https://open.spotify.com/artist/1iCnM8foFssWlPRLfAbIwo
19ra5tSw0tWufvUp8GotLo,George Michael,71,5629241,,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,79,35042199,"rock, glam metal, hard rock, classic rock",https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC
3jc496ljiyrS3ECrD7QiqL,Gipsy Kings,65,1059649,flamenco,https://open.spotify.com/artist/3jc496ljiyrS3ECrD7QiqL
02kJSzxNuaWGqwubyUba0Z,G-Eazy,74,6284360,,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z
6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,83,7394333,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos bélicos",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW
6vTqEFbTtTRJsuIpzZgjxi,Grupo Menos É Mais,83,5871359,"pagode, samba",https://open.spotify.com/artist/6vTqEFbTtTRJsuIpzZgjxi
5gqmbbfjcikQBzPB5Hv13I,Gazo,72,4210657,"french rap, french r&b, pop urbaine, drill",https://open.spotify.com/artist/5gqmbbfjcikQBzPB5Hv13I
5aYyPjAsLj7UzANzdupwnS,Good Charlotte,64,2847136,"pop punk, punk, emo",https://open.spotify.com/artist/5aYyPjAsLj7UzANzdupwnS
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,3454598,,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,68,4310934,,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,73,7046575,,https://open.spotify.com/artist/4yiQZ8tQPux8cPriYMWUFP
6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,80,6047901,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, sierreño, banda",https://open.spotify.com/artist/6Sbl0NT50roqWvy746MfVf
0QntOArZgiNHoemAzwJPu5,Gur Sidhu,72,1395522,"punjabi pop, punjabi hip hop, bhangra",https://open.spotify.com/artist/0QntOArZgiNHoemAzwJPu5
5ENS85nZShljwNgg4wFD7D,Gabry Ponte,72,711380,"slap house, italo dance",https://open.spotify.com/artist/5ENS85nZShljwNgg4wFD7D
70uVwDuiOTyZqm8Ik2rk7O,GP Explorer,68,44700,french rap,https://open.spotify.com/artist/70uVwDuiOTyZqm8Ik2rk7O
4BclNkZtAUq1YrYNzye3N7,Garth Brooks,50,1380750,"classic country, country",https://open.spotify.com/artist/4BclNkZtAUq1YrYNzye3N7
1ZwdS5xdxEREPySFridCfh,2Pac,78,22447395,"old school hip hop, gangster rap, west coast hip hop, g-funk, hip hop",https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,88,41899829,"art pop, pop",https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms
4cJKDGSv4Dz9QycXYmo565,glaive,64,343905,"hyperpop, glitch",https://open.spotify.com/artist/4cJKDGSv4Dz9QycXYmo565
5CPxrqCStgt6AfI4fLiedH,The Glorious Sons,48,203161,,https://open.spotify.com/artist/5CPxrqCStgt6AfI4fLiedH
52N3KGrTWDRhdQJrgBTofE,Good Neighbours,66,215566,,https://open.spotify.com/artist/52N3KGrTWDRhdQJrgBTofE
1dKdetem2xEmjgvyymzytS,Grupo Firme,79,15487071,"banda, corrido, norteño, sierreño, grupera, ranchera, música mexicana",https://open.spotify.com/artist/1dKdetem2xEmjgvyymzytS
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,66,1008715,"edm, melodic bass, future bass",https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh
2AfmfGFbe0A0WsTYm0SDTx,i-dle,69,10966689,k-pop,https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx
1T7zBkQCOCacKjbnmFX7cp,GameChops,63,164171,lo-fi,https://open.spotify.com/artist/1T7zBkQCOCacKjbnmFX7cp
6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,66,3673117,"nu metal, alternative metal, hard rock, rap metal, metal",https://open.spotify.com/artist/6gZq1Q6bdOxsUPUG1TaFbF
3iNzxiR7nIugmqira3mjhb,Glowing Aura,63,14493,,https://open.spotify.com/artist/3iNzxiR7nIugmqira3mjhb
2OpqcUtj10HHvGG6h9VYC5,George Jones,60,1353210,"classic country, outlaw country, honky tonk, traditional country, country, christian country",https://open.spotify.com/artist/2OpqcUtj10HHvGG6h9VYC5
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,76,7789802,"reggaeton, trap latino, urbano latino",https://open.spotify.com/artist/3EiLUeyEcA6fbRPSHkG5kb
5rQoBDKFnd1n6BkdbgVaRL,Guru Randhawa,72,21948616,"bhangra, punjabi pop, desi, bollywood, hindi pop, desi pop",https://open.spotify.com/artist/5rQoBDKFnd1n6BkdbgVaRL
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,67,1662782,,https://open.spotify.com/artist/4IJczjB0fJ04gs4uvP0Fli
7FIoB5PHdrMZVC3q2HE5MS,George Harrison,66,3061350,,https://open.spotify.com/artist/7FIoB5PHdrMZVC3q2HE5MS
3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,69,1245494,,https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP
4sTQVOfp9vEMCemLw50sbu,Galantis,68,3467994,,https://open.spotify.com/artist/4sTQVOfp9vEMCemLw50sbu
0Ty63ceoRnnJKVEYP0VQpk,Sting,71,3839450,soft rock,https://open.spotify.com/artist/0Ty63ceoRnnJKVEYP0VQpk
4Fgf6RvuWpiwDXSE7Vammx,George Martin,65,102423,,https://open.spotify.com/artist/4Fgf6RvuWpiwDXSE7Vammx
2AsusXITU8P25dlRNhcAbG,Gotye,68,2248694,,https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG
5VVN3xZw1i2qihfITZlvCZ,G. V. Prakash,74,16551018,"tamil pop, kollywood, tamil dance, tamil hip hop, tollywood",https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,79,18519751,k-pop,https://open.spotify.com/artist/6HaGTQPmzraVmaVxvz6EUc
2QMsj4XJ7ne2hojxt6v5eb,Riley Green,75,1351199,country,https://open.spotify.com/artist/2QMsj4XJ7ne2hojxt6v5eb
790FomKkXshlbRYZFtlgla,KAROL G,87,59993851,"reggaeton, latin, urbano latino",https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla
1C38PTwUrzm7cRKV6lFDR4,G,43,7622,"pinoy hip hop, pinoy r&b",https://open.spotify.com/artist/1C38PTwUrzm7cRKV6lFDR4
4CTGeS78sSSNpmifzIXXXH,g,6,150,,https://open.spotify.com/artist/4CTGeS78sSSNpmifzIXXXH
2DtARNzeJUNRHVOk22PClh,G,7,332,,https://open.spotify.com/artist/2DtARNzeJUNRHVOk22PClh
56ao7f2rFsidbvnISmaqZS,G,2,54,,https://open.spotify.com/artist/56ao7f2rFsidbvnISmaqZS
0OYohtB0VFlGjctRMS2KOS,G,7,1036,,https://open.spotify.com/artist/0OYohtB0VFlGjctRMS2KOS
5R5HV2nLWfbGqj0DORQ4TH,G,0,11,,https://open.spotify.com/artist/5R5HV2nLWfbGqj0DORQ4TH
2dLp0uWb1qpwJl2X4YsNDW,G,1,7,,https://open.spotify.com/artist/2dLp0uWb1qpwJl2X4YsNDW
1sJRaREFtupe8oE99jEBFM,G,0,0,,https://open.spotify.com/artist/1sJRaREFtupe8oE99jEBFM
00928Y3ZNTv900HrzbBdBT,g,0,122,,https://open.spotify.com/artist/00928Y3ZNTv900HrzbBdBT
21Y1FCfAvb3mia2gTTkQxT,G,0,105,,https://open.spotify.com/artist/21Y1FCfAvb3mia2gTTkQxT
7d89xn4QmuqQswsdnkc3t2,g,0,46,,https://open.spotify.com/artist/7d89xn4QmuqQswsdnkc3t2
04AA0tsJssPC6hNKuXRZhr,G,1,25,"hard techno, minimal techno",https://open.spotify.com/artist/04AA0tsJssPC6hNKuXRZhr
1onMshE9HbSQ4fTknlYPMi,G,0,147,,https://open.spotify.com/artist/1onMshE9HbSQ4fTknlYPMi
0xfp9wq6MkGeBBHAExnioh,G,0,12,,https://open.spotify.com/artist/0xfp9wq6MkGeBBHAExnioh
5Jy7GdUSIf34QcvejP7DtK,g,0,9,,https://open.spotify.com/artist/5Jy7GdUSIf34QcvejP7DtK
2nCJbu8zylpESWhKYPKwDU,G,0,20,,https://open.spotify.com/artist/2nCJbu8zylpESWhKYPKwDU
6l2WnJKXlK0uK750EbmcLc,G,0,93,,https://open.spotify.com/artist/6l2WnJKXlK0uK750EbmcLc
2Q9UMf8j1JhQCTOYcKvtrd,G,0,154,,https://open.spotify.com/artist/2Q9UMf8j1JhQCTOYcKvtrd
7jekX950Nb2VxS5Xxy1qHq,G,0,22,freestyle,https://open.spotify.com/artist/7jekX950Nb2VxS5Xxy1qHq
5LAtWTGeZlINzV4wPDr3A1,G,0,33,hard techno,https://open.spotify.com/artist/5LAtWTGeZlINzV4wPDr3A1
5oguSx4VyNpHxeKmxmCulw,G,0,0,,https://open.spotify.com/artist/5oguSx4VyNpHxeKmxmCulw
5d7K7k1x3NzkKxYexuMIae,G,0,14,,https://open.spotify.com/artist/5d7K7k1x3NzkKxYexuMIae
2YBukCiHXtxRBodWkapwYz,G,0,20,,https://open.spotify.com/artist/2YBukCiHXtxRBodWkapwYz
5nAtvQhTwFk8KZt3PAxZEZ,G,0,523,,https://open.spotify.com/artist/5nAtvQhTwFk8KZt3PAxZEZ
3lvAmAAkqyl7SlYtJcszbT,G,0,20,portuguese hip hop,https://open.spotify.com/artist/3lvAmAAkqyl7SlYtJcszbT
6Rx1JKzBrSzoKQtmbVmBnM,Hayley Williams,71,951295,art pop,https://open.spotify.com/artist/6Rx1JKzBrSzoKQtmbVmBnM
1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,62,325979,"midwest emo, pop punk, emo",https://open.spotify.com/artist/1lKZzN2d4IqiEYxyECIEHI
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,65,2495110,"rap rock, rap metal",https://open.spotify.com/artist/0CEFCo8288kQU7mJi25s6E
508weSx4HBumrGggFmc7br,Hunxho,65,627952,,https://open.spotify.com/artist/508weSx4HBumrGggFmc7br
5QNm7E7RU2m64l6Gliu8Oy,HARDY,72,1468565,"country, country rock",https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy
5PlfkPxwCpRRWQJBxCa0By,HUGEL,77,649550,"latin house, afro house, techengue",https://open.spotify.com/artist/5PlfkPxwCpRRWQJBxCa0By
3trytB1YUZ6SSOKlMcnK1l,Hazbin Hotel,56,41067,,https://open.spotify.com/artist/3trytB1YUZ6SSOKlMcnK1l
2f3dFiQ7uWMFKrbxK8LbkX,HUSTINDER,64,572891,"punjabi pop, punjabi hip hop, bhangra",https://open.spotify.com/artist/2f3dFiQ7uWMFKrbxK8LbkX
0C4gtx1iHMfuaQ73GKWvtZ,Hudson Westbrook,71,331285,country,https://open.spotify.com/artist/0C4gtx1iHMfuaQ73GKWvtZ
6Shas1ACrMl25XHgTrzxeo,Hedley,45,203900,,https://open.spotify.com/artist/6Shas1ACrMl25XHgTrzxeo
4Ui2kfOqGujY81UcPrb5KE,HAIM,64,1434027,,https://open.spotify.com/artist/4Ui2kfOqGujY81UcPrb5KE
2FXC3k01G6Gw61bmprjgqS,Hozier,81,9083704,,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS
2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,55,2353929,,https://open.spotify.com/artist/2S9W9aSAd7e5mp8WqWxN2h
2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",66,1896331,"outlaw country, classic country, country, honky tonk, country rock",https://open.spotify.com/artist/2dyeCWctcFRt3Pha76ONgb
